annotator_ID|topic|original_text|counterfactual|timeInS|a_frames|a_fluency|a_meaning|experiment_type|original_frames|target_frames
11|ne|According to authoritative UN figures , the Chernobyl death toll is 56 ( 31 workers at the time , more since and nine from thyroid cancer ) .|According to authoritative UN figures, the nuclear death toll is 56 (31 workers in 1986, more since and nine from 2004 to 2005).|90|ACCIDENTS/SECURITY-----HEALTH-------|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|HEALTH-O-ACCIDENTS/SECURITY|PUBLIC-COSTS
31|ne|According to authoritative UN figures , the Chernobyl death toll is 56 ( 31 workers at the time , more since and nine from thyroid cancer ) .|According to authoritative UN figures, the nuclear death toll is 56 (31 workers in 1986, more since and nine from 2004 to 2005).|100|ACCIDENTS/SECURITY-----HEALTH-PUBLIC------|3|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|HEALTH-O-ACCIDENTS/SECURITY|PUBLIC-COSTS
99|ne|According to authoritative UN figures , the Chernobyl death toll is 56 ( 31 workers at the time , more since and nine from thyroid cancer ) .|According to authoritative UN figures, the nuclear death toll is 56 (31 workers in 1986, more since and nine from 2004 to 2005).|184|-----HEALTH-------|3|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|HEALTH-O-ACCIDENTS/SECURITY|PUBLIC-COSTS
11|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a benefit.|385|----FOSSIL---RELIABILITY-----|5|1|ne/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|TECHNOLOGICAL
31|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a benefit.|100|-COSTS-----------|2|-1|ne/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|TECHNOLOGICAL
99|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a benefit.|77|---ENVIRONMENTAL---------|4|0|ne/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|TECHNOLOGICAL
11|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a big problem.|110|----FOSSIL--------|5|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|ENERGY
31|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a big problem.|55|ACCIDENTS/SECURITY------------|4|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|ENERGY
99|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a big problem.|18|---ENVIRONMENTAL---------|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|ENERGY
11|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a danger to the environment.|148|---ENVIRONMENTAL-FOSSIL-HEALTH-------|5|10|ne/exchange_random_labels_1_by_t5-small_TOP50|O-ENVIRONMENTAL|TECHNOLOGICAL
31|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a danger to the environment.|25|ACCIDENTS/SECURITY---ENVIRONMENTAL---------|4|10|ne/exchange_random_labels_1_by_t5-small_TOP50|O-ENVIRONMENTAL|TECHNOLOGICAL
99|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a danger to the environment.|44|---ENVIRONMENTAL---------|4|0|ne/exchange_random_labels_1_by_t5-small_TOP50|O-ENVIRONMENTAL|TECHNOLOGICAL
11|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a huge environmental threat worldwide.|44|ACCIDENTS/SECURITY---ENVIRONMENTAL-FOSSIL-HEALTH-------|5|10|ne/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|ENERGY
31|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a huge environmental threat worldwide.|25|ACCIDENTS/SECURITY---ENVIRONMENTAL---------|4|10|ne/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|ENERGY
99|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a huge environmental threat worldwide.|24|---ENVIRONMENTAL---------|4|0|ne/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|ENERGY
11|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a lot of energy.|45|--ENERGY--FOSSIL--------|5|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|RELIABILITY
31|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a lot of energy.|13|ACCIDENTS/SECURITY------------|1|-1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|RELIABILITY
99|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a lot of energy.|75|---ENVIRONMENTAL---------|4|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|RELIABILITY
11|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a significant risk to health.|193|ACCIDENTS/SECURITY---ENVIRONMENTAL-FOSSIL-HEALTH-------|4|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|O-ENVIRONMENTAL|HEALTH
31|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a significant risk to health.|26|ACCIDENTS/SECURITY-----HEALTH-------|3|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|O-ENVIRONMENTAL|HEALTH
99|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a significant risk to health.|17|-----HEALTH-------|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50|O-ENVIRONMENTAL|HEALTH
11|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a very important part of health care health.|31|----FOSSIL-HEALTH-------|4|1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|HEALTH
31|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a very important part of health care health.|27|ACCIDENTS/SECURITY-----HEALTH-------|1|-1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|HEALTH
99|ne|Actually transporting nuclear fuel to and from plants represents a pollution hazard .|Actually transporting nuclear fuel to and from plants represents a very important part of health care health.|24|-----HEALTH-------|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|HEALTH
11|ne|Advances in technology will bring the cost down further in the future . "|Advances in technology will bring the cost down further in the future . "|356|-COSTS--------TECHNOLOGICAL---|5|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-COSTS-TECHNOLOGICAL|TECHNOLOGICAL
31|ne|Advances in technology will bring the cost down further in the future . "|Advances in technology will bring the cost down further in the future . "|37|-COSTS--------TECHNOLOGICAL---|4|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-COSTS-TECHNOLOGICAL|TECHNOLOGICAL
99|ne|Advances in technology will bring the cost down further in the future . "|Advances in technology will bring the cost down further in the future . "|58|-COSTS--------TECHNOLOGICAL---|4|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-COSTS-TECHNOLOGICAL|TECHNOLOGICAL
11|ne|Advances in technology will bring the cost down further in the future . "|it will bring the energy usage usage down further in the future . "|106|--ENERGY----------|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-COSTS-TECHNOLOGICAL|RELIABILITY-ENVIRONMENTAL
31|ne|Advances in technology will bring the cost down further in the future . "|it will bring the energy usage usage down further in the future . "|53|-COSTS-----------|1|-1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-COSTS-TECHNOLOGICAL|RELIABILITY-ENVIRONMENTAL
99|ne|Advances in technology will bring the cost down further in the future . "|it will bring the energy usage usage down further in the future . "|57|---ENVIRONMENTAL------TECHNOLOGICAL---|3|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|O-COSTS-TECHNOLOGICAL|RELIABILITY-ENVIRONMENTAL
11|ne|Advances in technology will bring the cost down further in the future . "|we are confident that oil oil will bring the fossil fossil energy price down further in the future . "|49|--ENERGY--FOSSIL--------|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-COSTS-TECHNOLOGICAL|WASTE-FOSSIL
31|ne|Advances in technology will bring the cost down further in the future . "|we are confident that oil oil will bring the fossil fossil energy price down further in the future . "|24|-COSTS---FOSSIL--------|2|-1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-COSTS-TECHNOLOGICAL|WASTE-FOSSIL
99|ne|Advances in technology will bring the cost down further in the future . "|we are confident that oil oil will bring the fossil fossil energy price down further in the future . "|69|-COSTS--------TECHNOLOGICAL---|4|1|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|O-COSTS-TECHNOLOGICAL|WASTE-FOSSIL
11|ne|Again , if it is all about CO2 then why is n’t the USA building NPPs ?|Again, if it is all about generating nuclear nuclear weapons, then why is n’t the USA building NPPs?|111|ACCIDENTS/SECURITY-----------WEAPONS-|4|10|ne/exchange_random_labels_1_by_t5-small_TOP50//ne/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|COSTS//COSTS
31|ne|Again , if it is all about CO2 then why is n’t the USA building NPPs ?|Again, if it is all about generating nuclear nuclear weapons, then why is n’t the USA building NPPs?|77|--ENERGY---------WEAPONS-|2|-1|ne/exchange_random_labels_1_by_t5-small_TOP50//ne/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|COSTS//COSTS
99|ne|Again , if it is all about CO2 then why is n’t the USA building NPPs ?|Again, if it is all about generating nuclear nuclear weapons, then why is n’t the USA building NPPs?|216|------------|4|0|ne/exchange_random_labels_1_by_t5-small_TOP50//ne/exchange_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL|COSTS//COSTS
11|ne|Again , if it is all about CO2 then why is n’t the USA building NPPs ?|Again, if it is all about safety then why is n’t the USA building NPPs?|66|ACCIDENTS/SECURITY------------|4|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|ACCIDENTS/SECURITY
31|ne|Again , if it is all about CO2 then why is n’t the USA building NPPs ?|Again, if it is all about safety then why is n’t the USA building NPPs?|49|ACCIDENTS/SECURITY------------|2|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|ACCIDENTS/SECURITY
99|ne|Again , if it is all about CO2 then why is n’t the USA building NPPs ?|Again, if it is all about safety then why is n’t the USA building NPPs?|43|ACCIDENTS/SECURITY------------|4|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ENVIRONMENTAL|ACCIDENTS/SECURITY
11|ne|Again , without that indemnity , without the government subsidies and loan guarantees , and tax breaks , the nuclear industry could not exist ; the laws of the free market are not allowed to apply to nuclear power .|Again, without that indemnity, without the cost of fuel oil and gas, without that regulatory, and licensing responsibilities, the nuclear industry could not exist; the laws of the free market are not allowed to apply to nuclear power.|210|ACCIDENTS/SECURITY-COSTS-ENERGY--FOSSIL--------|4|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ENERGY|FOSSIL
31|ne|Again , without that indemnity , without the government subsidies and loan guarantees , and tax breaks , the nuclear industry could not exist ; the laws of the free market are not allowed to apply to nuclear power .|Again, without that indemnity, without the cost of fuel oil and gas, without that regulatory, and licensing responsibilities, the nuclear industry could not exist; the laws of the free market are not allowed to apply to nuclear power.|115|--ENERGY--FOSSIL--------|4|-1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ENERGY|FOSSIL
99|ne|Again , without that indemnity , without the government subsidies and loan guarantees , and tax breaks , the nuclear industry could not exist ; the laws of the free market are not allowed to apply to nuclear power .|Again, without that indemnity, without the cost of fuel oil and gas, without that regulatory, and licensing responsibilities, the nuclear industry could not exist; the laws of the free market are not allowed to apply to nuclear power.|247|-COSTS-----------|4|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ENERGY|FOSSIL
11|ne|Alongside that , the highly centralized nature of nuclear plants means that if one or more goes down , at one stroke it takes out an enormous chunk of the electricity supply grid .|Alongside that, the highly concentrated nature of nuclear plants means that if one or more goes down, at one stroke it takes out an enormous chunk of the electricity supply grid.|8769|--ENERGY----------|5|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ENERGY-RELIABILITY|ENVIRONMENTAL-RELIABILITY
31|ne|Alongside that , the highly centralized nature of nuclear plants means that if one or more goes down , at one stroke it takes out an enormous chunk of the electricity supply grid .|Alongside that, the highly concentrated nature of nuclear plants means that if one or more goes down, at one stroke it takes out an enormous chunk of the electricity supply grid.|73|-------RELIABILITY-----|4|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-ENERGY-RELIABILITY|ENVIRONMENTAL-RELIABILITY
